Player,height,weight,collage,born,G,MP,FG,FGA,FT,FTA,3P,3PA,2P,2PA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Junior Harrington,193,81,Wingate University,1980,140,3096,290,782,133,193,20,73,270,709,69,312,381,428,126,25,250,401,733
Justin Anderson,198,103,University of Virginia,1993,205,3103,443,1053,248,313,138,471,305,582,156,466,622,161,101,71,156,263,1272
Justin Dentmon,180,83,University of Washington,1985,14,186,20,58,8,12,4,28,16,30,0,16,16,20,4,0,14,20,52
Justin Hamilton,213,117,Louisiana State University,1990,162,2745,362,775,127,156,81,261,281,514,193,351,544,127,93,103,103,247,932
Justin Harper,208,102,University of Richmond,1989,22,150,18,53,1,3,8,29,10,24,5,13,18,4,3,3,12,10,45
Justin Holiday,198,83,University of Washington,1989,256,3984,516,1277,163,207,208,608,308,669,63,429,492,277,172,87,182,292,1403
Justin Reed,203,108,University of Mississippi,1982,208,2433,293,726,211,285,0,5,293,721,129,181,310,109,54,34,131,382,797
Justin Williams,208,102,University of Wyoming,1984,72,579,80,146,39,115,0,1,80,145,91,122,213,2,15,26,23,85,199
Justise Winslow,201,102,Duke University,1996,96,2857,275,687,109,164,39,151,236,536,104,393,497,183,95,32,128,236,698
Jusuf Nurkic,213,127,NaN,1994,224,4432,814,1693,385,651,0,7,814,1686,498,993,1491,336,176,260,427,620,2013
Juwan Howard,206,108,University of Michigan,1973,1412,42735,7663,16320,3647,4774,6,55,7657,16265,2772,5916,8688,3082,946,402,2889,4121,18979
K.J. McDaniels,198,90,NaN,1992,259,3949,527,1278,288,372,133,457,394,821,176,430,606,180,133,182,285,380,1475
Kalin Lucas,185,88,Michigan State University,1989,1,6,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
Kaniel Dickens,203,97,University of Idaho,1978,19,85,8,20,3,4,3,9,5,11,5,7,12,2,2,2,3,9,22
Kannard Johnson,206,99,Western Kentucky University,1965,4,12,1,3,0,0,0,0,1,3,0,0,0,0,1,0,2,1,2
Kareem Abdul-Jabbar*,218,102,"University of California, Los Angeles",1947,390,11703,2831,5100,1197,1611,1,10,2830,5090,668,1767,2435,941,265,566,840,1143,6860
Kareem Rush,198,97,University of Missouri,1980,394,6924,1033,2595,210,294,339,942,694,1653,124,537,661,421,170,81,345,533,2615
Karl Malone*,206,113,Louisiana Tech University,1963,1476,54852,13528,26210,9787,13188,85,310,13443,25900,3562,11406,14968,5248,2085,1145,4524,4578,36928
Karl-Anthony Towns,213,110,University of Kentucky,1995,164,5657,1427,2632,579,703,131,363,1296,2269,525,1340,1865,381,115,241,395,486,3564
Kasib Powell,201,97,Texas Tech University,1981,11,304,35,95,6,9,8,33,27,62,8,36,44,18,9,2,5,18,84
Kawhi Leonard,201,104,San Diego State University,1991,398,12154,2377,4798,1236,1459,518,1334,1859,3464,503,1966,2469,903,704,280,542,697,6508
Kay Felder,175,79,Oakland University,1995,42,386,62,158,35,49,7,22,55,136,3,38,41,58,18,7,31,38,166
Kebu Stewart,203,108,"California State University, Bakersfield",1973,15,110,12,26,16,25,0,0,12,26,9,22,31,2,5,2,8,13,40
Kedrick Brown,201,100,Okaloosa-Walton Community College,1981,198,2904,320,755,74,116,84,267,236,488,139,354,493,167,115,35,93,250,798
Keith Appling,185,83,Michigan State University,1992,5,27,2,8,2,2,0,3,2,5,0,1,1,1,1,0,3,5,6
Keith Askins,201,89,University of Alabama,1967,486,7983,677,1688,223,311,275,774,402,914,525,903,1428,375,278,170,321,1094,1852
Keith Benson,208,106,Indiana University,1954,3,9,0,1,0,0,0,0,0,1,2,1,3,0,0,0,0,0,0
Keith Bogans,196,97,University of Kentucky,1980,808,17711,1816,4627,758,1052,853,2438,963,2189,477,1797,2274,1058,543,81,705,1495,5243
Keith Booth,198,102,University of Maryland,1974,45,449,51,157,27,48,1,11,50,146,27,70,97,39,22,11,42,63,130
Keith Closs,221,96,Central Connecticut State University,1976,130,1647,201,427,100,165,0,4,201,423,133,239,372,44,28,163,78,167,502
Keith Jennings,170,72,East Tennessee State University,1968,164,2955,353,809,248,291,136,364,217,445,44,204,248,614,164,2,201,213,1090
Keith Langford,193,97,University of Kansas,1983,2,10,1,4,0,0,0,0,1,4,0,2,2,0,0,0,0,1,2
Keith Lee,208,97,University of Memphis,1962,182,2907,456,1012,200,268,2,12,454,1000,282,579,861,178,74,110,216,489,1114
Keith McLeod,188,85,Bowling Green State University,1979,248,4441,436,1206,389,478,75,254,361,952,44,267,311,626,169,32,296,410,1336
Keith Owens,201,102,"University of California, Los Angeles",1969,20,80,9,32,8,10,0,0,9,32,8,7,15,3,5,4,2,11,26
Keith Smart,185,79,Indiana University,1964,2,12,0,2,2,2,0,1,0,1,0,1,1,2,0,0,2,0,2
Keith Smith,190,77,University of North Carolina,1965,42,461,57,150,21,28,3,9,54,141,13,19,32,43,25,3,30,74,138
Keith Tower,211,113,University of Notre Dame,1970,53,416,39,91,20,36,0,1,39,90,25,44,69,7,6,12,19,69,98
Keith Van,208,104,NaN,1977,709,21992,4063,9126,2194,2624,744,2030,3319,7096,1360,3344,4704,1095,576,349,1512,2121,11064
Kelenna Azubuike,196,99,University of Kentucky,1983,208,5025,802,1748,364,473,210,514,592,1234,257,572,829,230,130,103,203,408,2178
Kelly McCarty,201,90,University of Southern Mississippi,1975,2,4,2,3,0,0,0,0,2,3,2,1,3,0,0,0,2,0,4
Kelly Olynyk,213,107,Gonzaga University,1991,278,5756,998,2094,378,509,254,691,744,1403,376,933,1309,471,194,128,374,810,2628
Kelly Oubre,201,92,University of Kansas,1995,142,2276,276,653,106,148,79,267,197,386,86,307,393,60,80,24,83,295,737
Kelly Tripucka,198,99,University of Notre Dame,1959,491,13137,2638,5647,1793,2052,147,389,2491,5258,473,1217,1690,1355,457,84,1040,1046,7216
Kelvin Cato,211,115,Iowa State University,1974,568,10950,1159,2300,739,1142,1,13,1158,2287,904,2040,2944,248,298,697,466,1399,3058
Kelvin Ransey,185,77,Ohio State University,1958,160,3193,531,1159,243,290,5,35,526,1124,74,172,246,607,138,11,227,262,1310
Kelvin Upshaw,188,81,University of Utah,1963,192,2522,430,947,147,190,21,89,409,858,58,177,235,428,134,13,203,343,1028
Kemba Walker,203,95,University of Kentucky,1964,443,15008,2845,6915,1655,2001,792,2257,2053,4658,265,1443,1708,2381,606,175,927,682,8137
Ken Bannister,206,106,Saint Augustine's College,1960,253,3867,586,1202,329,669,0,4,586,1198,276,617,893,111,109,80,347,669,1501
Ken Green,203,97,University of Texas-Pan American,1959,7,72,13,27,5,9,0,0,13,27,12,15,27,2,4,0,1,8,31
Ken Johnson,203,108,Michigan State University,1962,80,971,128,251,39,91,0,0,128,251,94,181,275,19,14,34,65,167,295
Ken Norman,203,97,University of Illinois at Urbana-Champaign,1964,646,18992,3737,7695,1012,1786,231,741,3506,6954,1352,2597,3949,1355,517,431,1173,1483,8717
Kendall Gill,196,88,University of Illinois at Urbana-Champaign,1968,1013,31164,5314,12196,2601,3443,341,1130,4973,11066,1346,2888,4234,3205,1583,456,1865,2646,13570
Kendall Marshall,193,90,University of North Carolina,1991,160,3083,315,789,44,72,128,346,187,443,23,230,253,779,107,10,285,180,802
Kendrick Perkins,208,122,NaN,1984,878,19037,1873,3574,885,1506,0,15,1873,3559,1458,3625,5083,888,287,971,1383,2394,4631
Kennard Winchester,196,95,Averett University,1966,141,1109,185,444,68,87,14,43,171,401,63,83,146,54,30,27,49,120,452
Kenneth Faried,203,103,Morehead State University,1989,409,10539,1958,3596,940,1440,2,19,1956,3577,1299,2181,3480,432,322,356,569,1047,4858
Kenny Anderson,183,76,Georgia Institute of Technology,1970,1092,31948,4867,11603,2723,3459,703,2016,4164,9587,827,2410,3237,6417,1547,131,2182,2480,13160
Kenny Battle,198,95,University of Illinois at Urbana-Champaign,1964,206,2832,387,781,217,294,7,55,380,726,225,294,519,172,160,51,148,332,998
Kenny Carr,201,99,North Carolina State University,1955,152,4120,623,1228,393,550,0,9,623,1219,367,947,1314,209,92,60,309,503,1639
Kenny Fields,196,99,"University of California, Los Angeles",1962,232,3575,622,1329,284,382,6,28,616,1301,239,373,612,249,129,49,234,517,1534
Kenny Gattison,203,102,Old Dominion University,1964,494,9927,1536,2956,850,1309,1,12,1535,2944,744,1583,2327,444,290,327,602,1419,3923
Kenny Green,203,97,University of Texas-Pan American,1959,101,1078,191,454,84,117,0,2,191,452,60,114,174,25,14,20,85,114,466
Kenny Natt,190,83,University of Louisiana at Monroe,1958,16,58,4,12,4,8,0,0,4,12,4,2,6,6,4,0,6,6,12
Kenny Payne,203,88,University of Louisville,1966,144,1167,218,532,55,64,17,58,201,474,45,125,170,61,38,22,67,129,508
Kenny Satterfield,188,84,University of Cincinnati,1981,114,1564,183,565,70,96,17,83,166,482,49,89,138,244,71,5,139,115,453
Kenny Smith,190,77,University of North Carolina,1965,864,25399,4006,8402,1879,2267,749,1883,3257,6519,303,1352,1655,4634,857,73,1889,1358,10640
Kenny Thomas,201,118,University of New Mexico,1977,771,21451,2936,6306,1519,2139,60,247,2876,6059,1816,3589,5405,1239,656,321,1301,1977,7451
Kenny Walker,203,95,University of Kentucky,1964,448,9050,1240,2556,641,856,7,34,1233,2522,742,1051,1793,299,235,299,351,1184,3128
Kenny Williams,188,79,St. John's University,1961,260,2918,547,1070,153,225,0,14,547,1056,315,378,693,161,76,166,136,366,1247
Kent Bazemore,196,91,Old Dominion University,1989,418,7459,1093,2579,461,681,345,993,748,1586,119,969,1088,630,344,153,512,699,2992
Kent Benson,208,106,Indiana University,1954,219,3652,544,1130,190,237,3,12,541,1118,301,631,932,212,151,124,173,543,1281
Kentavious Caldwell-Pope,196,92,University of Georgia,1993,314,9488,1345,3320,496,632,479,1435,866,1885,209,732,941,495,367,59,313,591,3665
Kenton Edelin,203,92,University of Virginia,1962,10,143,4,13,3,8,0,0,4,13,8,18,26,10,5,4,3,39,11
Kenyon Martin,206,106,University of Cincinnati,1977,757,23134,3875,8031,1509,2398,66,282,3809,7749,1312,3847,5159,1439,893,864,1318,2498,9325
Keon Clark,211,99,"University of Nevada, Las Vegas",1975,434,9691,1428,2878,665,1051,1,20,1427,2858,791,1739,2530,394,216,725,560,1257,3522
Kermit Washington,203,104,American University,1951,6,56,7,14,2,2,0,0,7,14,9,10,19,0,4,4,4,13,16
Kerry Kittles,196,81,Villanova University,1974,507,16929,2779,6337,913,1171,694,1838,2085,4499,513,1470,1983,1295,811,221,621,893,7165
Kevin Brooks,198,90,University of Louisiana at Lafayette,1969,126,1031,172,429,61,71,12,60,160,369,40,101,141,48,18,6,69,84,417
Kevin Burleson,190,92,University of Minnesota,1979,39,340,22,88,16,17,10,54,12,34,4,22,26,48,26,2,25,63,70
Kevin Duckworth,213,124,Eastern Illinois University,1964,749,18337,3346,7143,1740,2373,5,25,3341,7118,1445,2723,4168,627,350,337,1315,2387,8437
Kevin Durant,206,108,University of Texas at Austin,1988,703,26278,6463,13254,4935,5596,1260,3321,5203,9933,553,4478,5031,2663,840,738,2221,1330,19121
Kevin Edwards,190,86,DePaul University,1965,643,15819,2707,6424,1150,1430,182,540,2525,5884,536,1171,1707,1648,851,198,1168,1056,6746
Kevin Gamble,196,95,University of Iowa,1965,714,15833,2714,5485,840,1038,272,748,2442,4737,391,1179,1570,1400,505,184,630,1375,6540
Kevin Garnett,211,108,NaN,1976,1509,51370,10648,21448,4923,6235,175,639,10473,20809,3257,11716,14973,5522,1905,2054,3225,3670,26394
Kevin Grevey,196,95,University of Kentucky,1953,78,1182,190,424,88,107,8,33,182,391,27,76,103,94,30,2,55,85,476
Kevin Henderson,193,88,"California State University, Fullerton",1964,39,425,45,114,32,54,0,2,45,112,19,26,45,57,17,0,38,61,122
Kevin Johnson,203,108,Michigan State University,1962,815,26978,4787,9756,4120,4902,165,548,4622,9208,523,2072,2595,7148,1185,200,2404,1696,13859
Kevin Jones,203,113,West Virginia University,1989,32,334,43,107,9,15,0,0,43,107,38,40,78,10,9,5,8,25,95
Kevin Love,208,113,"University of California, Los Angeles",1988,576,18774,3510,7934,2686,3276,887,2435,2623,5499,1784,4828,6612,1368,404,275,1139,1235,10593
Kevin Lynch,196,88,University of Minnesota,1968,95,1143,123,282,61,84,3,9,120,273,42,78,120,108,48,15,68,151,310
Kevin Martin,206,106,University of Cincinnati,1977,815,24287,4292,9909,4012,4603,1260,3315,3032,6594,444,2108,2552,1521,715,87,1346,1540,13856
Kevin McHale*,208,95,University of Minnesota,1957,643,21219,4940,8845,2810,3439,40,151,4900,8694,1589,3455,5044,1316,230,1036,1337,1750,12730
Kevin McKenna,196,88,Creighton University,1959,146,2300,318,746,130,155,100,262,218,484,54,139,193,214,128,18,122,313,866
Kevin Murphy,196,83,Tennessee Technological University,1990,17,52,7,28,0,0,1,5,6,23,0,4,4,2,1,0,3,4,15
Kevin Ollie,193,88,University of Connecticut,1972,938,15344,1298,3158,1235,1577,13,41,1285,3117,221,1304,1525,2297,512,34,766,1150,3844
Kevin Pritchard,190,81,University of Kansas,1967,113,1319,132,330,110,140,10,51,122,279,17,85,102,186,39,14,94,168,384
Kevin Salvadori,213,104,University of North Carolina,1970,39,241,13,46,16,24,0,0,13,46,11,34,45,13,2,24,17,29,42
Kevin Seraphin,206,129,NaN,1989,423,6430,1134,2318,248,347,0,7,1134,2311,502,960,1462,246,88,304,449,903,2516
Kevin Thompson,211,117,North Carolina State University,1971,14,58,6,14,1,2,0,1,6,13,7,6,13,3,0,2,5,11,13
Kevin Williams,188,79,St. John's University,1961,291,3294,551,1280,297,370,3,31,548,1249,183,230,413,329,189,41,284,629,1402
Kevin Willis,188,79,St. John's University,1961,1644,44717,8197,16989,3484,4884,45,220,8152,16769,4744,9059,13803,1517,1107,879,2930,4856,19923
Kevinn Pinkney,208,111,"University of Nevada, Reno",1983,6,100,12,27,6,9,1,2,11,25,7,8,15,5,3,3,4,12,31
Kevon Looney,206,99,"University of California, Los Angeles",1996,58,468,60,114,21,34,3,11,57,103,48,86,134,29,14,17,18,66,144
Keyon Dooling,190,88,University of Missouri,1980,728,14134,1810,4356,1001,1253,446,1277,1364,3079,132,832,964,1601,463,75,803,1221,5067
Khalid El-Amin,178,90,University of Connecticut,1979,50,936,115,311,56,72,28,84,87,227,21,60,81,145,48,2,54,99,314
Khalid Reeves,190,90,University of Arizona,1972,391,8102,1023,2485,570,766,346,965,677,1520,215,563,778,1230,305,44,617,903,2962
Khris Middleton,203,106,Texas A&M University,1991,296,9054,1501,3339,637,729,431,1068,1070,2271,167,965,1132,809,392,61,492,762,4070
Kiki Vandeweghe,203,99,"University of California, Los Angeles",1958,562,15661,3668,7188,2104,2383,210,539,3458,6649,476,839,1315,955,287,113,743,920,9650
Kim English,198,90,University of Missouri,1988,41,407,42,112,21,29,14,50,28,62,8,29,37,26,16,3,19,46,119
Kirk Haston,206,109,Indiana University,1979,27,134,13,56,6,12,0,6,13,50,5,22,27,8,0,6,10,19,32
Kirk Hinrich,193,86,University of Kansas,1981,997,29803,3830,9274,1537,1912,1271,3372,2559,5902,339,2489,2828,4606,1062,262,1768,2736,10468
Kirk Penney,196,99,University of Wisconsin,1980,6,30,2,9,0,0,1,4,1,5,0,2,2,2,1,0,5,1,5
Kirk Snyder,198,102,"University of Nevada, Reno",1983,247,4301,585,1305,327,464,97,304,488,1001,182,435,617,305,106,84,258,383,1594
Kiwane Garris,188,83,University of Illinois at Urbana-Champaign,1974,31,248,24,75,19,25,5,15,19,60,3,17,20,30,7,1,16,22,72
Klay Thompson,201,97,Washington State University,1990,464,15182,3282,7243,962,1128,1328,3171,1954,4072,205,1349,1554,1045,422,251,810,1039,8854
Kobe Bryant,198,96,NaN,1978,1346,48637,11719,26200,8378,10011,1827,5546,9892,20654,1499,5548,7047,6306,1944,640,4010,3353,33643
Korleone Young,201,96,NaN,1978,3,15,5,10,2,2,1,4,4,6,2,2,4,1,0,0,1,3,13
Kornel David,206,106,NaN,1971,168,2268,293,659,204,249,0,7,293,652,152,287,439,88,69,31,136,256,790
Kosta Koufos,213,120,Ohio State University,1989,623,9812,1523,2885,394,655,0,6,1523,2879,1054,1879,2933,243,239,481,434,1243,3440
Kosta Perovic,218,108,NaN,1985,7,38,3,10,4,6,0,0,3,10,6,7,13,1,0,2,1,6,10
Kostas Papanikolaou,203,102,NaN,1990,69,1089,93,263,22,32,41,138,52,125,47,111,158,101,42,18,76,95,249
Kris Dunn,193,95,Providence College,1994,78,1333,118,313,36,59,21,73,97,240,24,142,166,188,78,36,89,178,293
Kris Humphries,206,106,University of Minnesota,1985,922,16288,2379,5189,1333,1900,89,297,2290,4892,1564,3346,4910,624,378,525,795,1695,6180
Kris Joseph,201,95,Syracuse University,1988,20,108,4,28,10,16,0,6,4,22,2,12,14,2,6,0,4,6,18
Kristaps Porzingis,221,108,NaN,1995,138,4211,816,1871,399,492,193,557,623,1314,243,758,1001,191,100,264,239,449,2224
Kurk Lee,190,86,Towson University,1967,48,265,19,71,25,28,3,15,16,56,7,23,30,34,11,2,20,39,66
Kurt Nimphius,208,98,Arizona State University,1958,484,9871,1374,2830,732,1017,0,22,1374,2808,684,1218,1902,416,162,518,522,1294,3480
Kurt Rambis,203,96,Santa Clara University,1958,837,15345,1643,3124,909,1293,0,16,1643,3108,1511,3057,4568,939,709,358,901,1858,4195
Kurt Thomas,206,104,Texas Christian University,1972,1180,28744,4031,8290,1345,1781,9,33,4022,8257,2052,5783,7835,1271,780,898,1287,3767,9416
Kwame Brown,211,122,NaN,1982,645,14102,1590,3230,1038,1848,1,9,1589,3221,1136,2385,3521,599,346,399,822,1467,4219
Kyle Anderson,206,104,"University of California, Los Angeles",1993,183,2623,262,593,116,154,30,88,232,505,63,461,524,242,126,62,108,188,670
Kyle Korver,201,96,Creighton University,1981,1173,30800,4048,9107,1295,1465,2322,5409,1726,3698,342,3212,3554,2088,798,402,1272,2507,11713
Kyle Lowry,183,92,Villanova University,1986,790,23737,3462,8146,2660,3329,1162,3219,2300,4927,623,2476,3099,4398,1049,208,1699,2088,10746
Kyle Macy,190,79,University of Kentucky,1957,223,5694,732,1515,234,271,95,272,637,1243,99,371,470,1023,225,21,286,465,1793
Kyle O'Quinn,208,113,Norfolk State University,1990,321,4643,750,1494,241,328,19,86,731,1408,444,1017,1461,378,137,306,307,663,1760
Kyle Singler,203,103,Duke University,1988,424,9478,1008,2440,374,473,393,1062,615,1378,349,861,1210,355,249,131,330,883,2783
Kyle Weaver,198,91,Washington State University,1986,73,1379,134,304,53,72,42,119,92,185,34,124,158,119,55,33,80,97,363
Kyle Wiltjer,208,108,Gonzaga University,1992,14,44,4,14,1,2,4,13,0,1,4,6,10,2,3,1,5,4,13
Kyrie Irving,190,87,Duke University,1992,381,13024,3009,6588,1491,1708,723,1887,2286,4701,281,1009,1290,2114,504,127,1031,829,8232
Kyrylo Fesenko,216,130,NaN,1986,135,1107,125,252,55,134,0,2,125,250,97,172,269,40,19,53,66,224,305
LaBradford Smith,203,97,Alcorn State University,1958,249,4008,609,1428,280,351,52,164,557,1264,124,231,355,503,182,20,266,468,1550
LaMarcus Aldridge,211,117,University of Texas at Austin,1985,794,27568,6157,12659,2738,3412,84,293,6073,12366,2086,4504,6590,1510,611,828,1243,2005,15136
LaMark Baker,185,79,Ohio State University,1969,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
LaPhonso Ellis,203,108,University of Notre Dame,1970,624,17616,2895,6409,1379,1888,241,797,2654,5612,1320,2712,4032,981,433,477,1001,1934,7410
LaSalle Thompson,208,111,University of Texas at Austin,1961,936,20805,3075,6321,1512,2002,4,26,3071,6295,1961,4396,6357,1103,712,866,1570,2948,7666
Lamar Odom,208,99,University of Rhode Island,1979,961,32131,4811,10393,2495,3599,664,2126,4147,8267,1821,6238,8059,3554,848,892,2253,2916,12781
Lamar Patterson,196,102,University of Pittsburgh,1991,40,435,31,95,18,25,13,55,18,40,5,52,57,45,10,2,27,51,93
Lamond Murray,201,107,University of California,1973,736,18477,3137,7301,1484,1955,528,1466,2609,5835,936,2097,3033,978,684,319,1207,1471,8286
Lamont Strothers,193,86,Christopher Newport University,1968,13,155,24,73,10,14,2,15,22,58,9,6,15,14,9,1,17,15,60
Lanard Copeland,198,86,Georgia State University,1965,33,158,38,91,13,16,1,7,37,84,5,12,17,14,3,1,23,17,90
Lancaster Gordon,190,83,University of Louisville,1962,201,2581,472,1208,158,206,23,85,449,1123,116,143,259,294,128,31,237,266,1125
Lance Allred,211,113,Weber State University,1981,3,10,1,4,1,2,0,0,1,4,0,1,1,0,0,0,0,1,3
Lance Blanks,193,86,University of Texas at Austin,1966,142,1045,116,266,38,57,19,75,97,191,31,79,110,117,39,8,63,122,289
Lance Stephenson,196,104,University of Cincinnati,1990,445,10626,1533,3370,493,701,242,768,1291,2602,282,1478,1760,1273,294,60,739,869,3801
Lance Thomas,203,106,Duke University,1988,335,6579,742,1751,386,493,96,239,646,1512,291,620,911,258,138,42,270,556,1966
Landry Fields,201,95,Stanford University,1988,255,6010,684,1446,243,365,120,361,564,1085,248,844,1092,419,212,45,270,310,1731
Langston Galloway,188,90,Saint Joseph's University,1991,275,6480,849,2189,251,320,379,1016,470,1173,134,656,790,543,221,46,214,498,2328
Lari Ketner,206,125,University of Massachusetts Amherst,1977,47,271,26,64,16,24,0,0,26,64,24,44,68,3,8,6,22,40,68
Laron Profit,196,92,University of Maryland,1977,135,1537,173,413,74,104,21,89,152,324,52,157,209,166,70,25,116,138,441
Larry Bird*,206,99,Indiana State University,1956,498,19316,4963,9931,2323,2564,520,1308,4443,8623,776,3948,4724,3449,817,433,1533,1123,12769
Larry Drew,185,77,University of Missouri,1958,421,9982,1700,3658,569,714,105,361,1595,3297,129,529,658,1911,352,17,784,647,4074
Larry Hughes,196,83,Saint Louis University,1979,977,29306,4863,12091,2882,3786,738,2347,4125,9744,929,2990,3919,2932,1430,329,2011,2141,13346
Larry Johnson,190,92,University of Kentucky,1954,707,25685,4401,9086,2281,2978,367,1104,4034,7982,1794,3506,5300,2298,515,258,1435,1893,11450
Larry Krystkowiak,206,99,University of Montana,1964,420,9097,1294,2830,832,1046,5,36,1289,2794,643,1408,2051,513,264,62,522,1048,3425
Larry Micheaux,206,99,University of Houston,1960,114,1130,182,314,58,86,0,6,182,308,124,162,286,60,40,42,72,150,422
Larry Nance,208,92,Clemson University,1959,869,28789,5789,10696,2817,3653,20,96,5769,10600,2152,4844,6996,2247,844,1787,1492,2521,14415
Larry Owens,201,95,Oral Roberts University,1983,31,361,34,75,11,22,14,31,20,44,4,39,43,20,18,11,12,46,93
Larry Robinson,190,81,Centenary College of Louisiana,1968,159,2259,282,732,80,117,94,251,188,481,113,192,305,153,100,7,118,202,738
Larry Sanders,211,106,Virginia Commonwealth University,1988,238,4635,669,1395,182,329,0,5,669,1390,475,870,1345,174,152,429,224,666,1520
Larry Smith,203,97,Alcorn State University,1958,603,14564,1571,2995,454,903,0,6,1571,2989,2198,2963,5161,647,467,298,822,1899,3596
Larry Spriggs,201,104,Howard University,1959,118,1763,282,546,150,195,0,4,282,542,105,203,308,181,65,22,169,273,714
Larry Stewart,203,99,Coppin State University,1968,270,5415,765,1503,466,619,9,44,756,1459,444,633,1077,338,147,106,346,580,2005
Larry Sykes,206,115,Xavier University,1973,1,2,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,0
Latrell Sprewell,196,86,University of Alabama,1970,913,35270,6076,14294,3456,4298,1104,3272,4972,11022,770,2954,3724,3664,1294,399,2450,1689,16712
Lavor Postell,196,97,St. John's University,1978,61,446,59,176,66,83,11,44,48,132,11,34,45,13,12,2,35,28,195
Lavoy Allen,206,117,Temple University,1989,453,7977,962,2058,222,327,4,28,958,2030,834,1321,2155,455,144,247,301,832,2150
Lawrence Funderburke,206,104,Ohio State University,1970,318,4726,812,1606,405,600,2,17,810,1589,447,695,1142,183,94,100,225,360,2031
Lawrence Moten,196,83,Syracuse University,1972,119,1814,286,701,116,178,59,197,227,504,80,101,181,182,77,32,126,143,747
Lawrence Roberts,206,108,Mississippi State University,1982,87,1150,114,252,106,154,0,4,114,248,127,183,310,35,44,15,41,163,334
Lazar Hayward,198,102,Marquette University,1986,72,591,70,202,46,60,21,78,49,124,25,65,90,35,17,8,28,65,207
Lazaro Borrell,203,99,NaN,1972,17,167,28,63,6,11,0,3,28,60,14,26,40,10,6,3,6,9,62
LeBron James,203,113,NaN,1984,1061,41272,10423,20803,6474,8752,1467,4295,8956,16508,1289,6418,7707,7461,1749,817,3619,1977,28787
LeRon Ellis,208,95,St. John's University,1940,91,857,110,254,57,93,0,0,110,254,87,133,220,29,25,37,35,105,277
Leandro Barbosa,190,87,NaN,1982,914,19768,3674,8046,1342,1635,1053,2726,2621,5320,352,1496,1848,1871,749,128,1155,1786,9743
Ledell Eackles,196,99,University of New Orleans,1966,441,8917,1810,4071,1026,1338,137,408,1673,3663,362,617,979,740,249,31,600,794,4783
Lee Mayberry,185,78,University of Arkansas,1970,496,10337,950,2287,267,405,379,1006,571,1281,142,500,642,1767,352,43,591,865,2546
Lee Nailon,206,107,Texas Christian University,1975,363,6600,1268,2693,426,540,1,12,1267,2681,443,636,1079,336,148,61,365,689,2963
Leo Rautins,203,97,Syracuse University,1960,4,12,0,2,0,0,0,0,0,2,1,1,2,3,0,0,1,3,0
Leon Powe,203,108,University of California,1984,269,3648,549,1071,544,811,0,7,549,1064,404,570,974,85,79,86,201,547,1642
Leon Smith,208,106,NaN,1980,15,104,11,28,11,17,0,0,11,28,11,22,33,3,5,1,3,13,33
Leon Wood,190,83,"California State University, Fullerton",1962,394,6638,918,2303,572,725,266,771,652,1532,116,347,463,1223,187,5,379,409,2674
Leonard Taylor,203,99,University of California,1966,10,37,0,6,11,16,0,1,0,5,4,8,12,1,0,0,5,4,11
Les Jepsen,213,107,University of Iowa,1967,52,192,20,60,13,20,0,2,20,58,29,38,67,2,2,8,6,33,53
Lester Conner,193,81,Oregon State University,1959,604,11989,1230,2792,840,1100,21,104,1209,2688,453,994,1447,2180,892,47,730,794,3321
Lester Hudson,190,86,University of Tennessee at Martin,1984,98,1059,178,468,95,116,49,181,129,287,30,111,141,120,54,14,102,90,500
Lewis Lloyd,198,92,Drake University,1959,238,5506,1274,2404,443,574,6,30,1268,2374,282,357,639,692,200,57,463,505,2997
Linas Kleiza,203,111,University of Missouri,1985,409,8185,1268,2912,638,836,387,1154,881,1758,388,1082,1470,321,159,73,409,886,3561
Lindsey Hunter,188,77,Jackson State University,1970,937,23253,2970,7663,941,1261,1075,2984,1895,4679,438,1583,2021,2506,1120,165,1159,1857,7956
Linton Johnson,203,92,Tulane University,1980,205,2753,313,753,92,132,47,146,266,607,207,430,637,85,97,76,135,350,765
Linton Townes,201,86,James Madison University,1959,1,8,0,6,2,2,0,0,0,6,1,0,1,0,0,0,0,1,2
Lionel Chalmers,183,81,Xavier University,1980,36,433,42,125,15,24,12,49,30,76,4,27,31,51,13,0,24,30,111
Lionel Hollins,190,83,Arizona State University,1953,80,1950,249,540,108,136,3,13,246,527,33,140,173,417,78,10,170,187,609
Lionel Simmons,201,95,La Salle University,1968,454,13472,2242,5179,1306,1694,43,141,2199,5038,798,2035,2833,1498,514,361,982,1106,5833
Litterial Green,185,83,University of Georgia,1970,148,1189,144,343,133,200,2,26,142,317,24,51,75,182,49,6,78,124,423
Lloyd Daniels,201,92,Mount San Antonio College,1967,252,4463,669,1701,180,239,199,651,470,1050,231,315,546,378,134,74,256,379,1717
Logan Vander,203,97,University of Wisconsin-Green Bay,1971,15,31,3,14,3,4,0,5,3,9,1,5,6,1,0,0,0,4,9
Lonnie Shelton,203,108,Oregon State University,1955,101,1926,250,551,65,93,0,7,250,544,120,290,410,157,65,22,122,315,565
